tissue	N	ensid	gene	local.h2	local.se	local.p	gene	global.h2	global.se	global.p	gene	loc.jt.h2	loc.jt.se	glo.jt.h2	glo.jt.se
DGN-WB	922	ENSG00000162772.12	ATF3	0.026485	0.016869	0.01082	ATF3	0.002265	0.140336	0.4933	ATF3	0.015381	0.012769	0.000001	0.140308
DGN-WB	922	ENSG00000121753.8	BAI2	0.011027	0.012876	0.1486	BAI2	0.002253	0.153510	0.4945	BAI2	0.005159	0.009551	0.000001	0.153487
DGN-WB	922	ENSG00000143554.9	SLC27A3	0.128827	0.038621	5.856e-07	SLC27A3	0.002219	0.145696	0.4939	SLC27A3	0.113883	0.035813	0.000001	0.132326
DGN-WB	922	ENSG00000205309.9	NT5M	0.554186	0.047520	0	NT5M	0.002211	0.159011	0.4948	NT5M	0.555489	0.047552	0.063111	0.079658
DGN-WB	922	ENSG00000168710.13	AHCYL1	0.014552	0.016236	0.1585	AHCYL1	0.002166	0.148961	0.4943	AHCYL1	0.011705	0.015190	0.000001	0.148838
DGN-WB	922	ENSG00000136450.8	SRSF1	0.000463	0.010981	0.4861	SRSF1	0.002158	0.141995	0.4936	SRSF1	0.000494	0.011013	0.002722	0.142175
DGN-WB	922	ENSG00000184602.5	SNN	0.031828	0.021030	0.03615	SNN	0.002133	0.163029	0.4952	SNN	0.031892	0.021051	0.013083	0.161583
DGN-WB	922	ENSG00000145734.14	BDP1	0.039091	0.020683	0.0001325	BDP1	0.002077	0.153478	0.4948	BDP1	0.038935	0.020620	0.000001	0.151095
DGN-WB	922	ENSG00000161031.8	PGLYRP2	0.069123	0.028556	0.0005561	PGLYRP2	0.002043	0.151746	0.4946	PGLYRP2	0.069126	0.028560	0.003336	0.146740
DGN-WB	922	ENSG00000120519.10	SLC10A7	0.042406	0.025044	0.007038	SLC10A7	0.002000	0.151847	0.4948	SLC10A7	0.042577	0.025092	0.018956	0.150490
DGN-WB	922	ENSG00000175216.10	CKAP5	0.015492	0.012649	0.009039	CKAP5	0.001995	0.155109	0.495	CKAP5	0.015809	0.012803	0.047252	0.156391
DGN-WB	922	ENSG00000174721.9	FGFBP3	0.027767	0.021496	0.1447	FGFBP3	0.001961	0.159361	0.4955	FGFBP3	0.007209	0.013215	0.000001	0.159323
DGN-WB	922	ENSG00000139697.7	SBNO1	0.026067	0.018956	0.01543	SBNO1	0.001952	0.148351	0.4947	SBNO1	0.026063	0.018948	0.001186	0.146486
DGN-WB	922	ENSG00000107758.11	PPP3CB	0.007838	0.009892	0.1588	PPP3CB	0.001907	0.145291	0.4946	PPP3CB	0.007888	0.010042	0.000001	0.147347
DGN-WB	922	ENSG00000169991.6	IFFO2	0.114650	0.031953	6.384e-15	IFFO2	0.001882	0.145435	0.4948	IFFO2	0.114752	0.031969	0.018984	0.137578
DGN-WB	922	ENSG00000147912.8	FBXO10	0.063868	0.025403	2.252e-06	FBXO10	0.001871	0.147912	0.4949	FBXO10	0.065153	0.025633	0.084645	0.147455
DGN-WB	922	ENSG00000164867.6	NOS3	0.267059	0.047026	5.551e-17	NOS3	0.001823	0.146482	0.4949	NOS3	0.267136	0.047037	0.006588	0.118985
DGN-WB	922	ENSG00000183309.7	ZNF623	0.514662	0.052597	0	ZNF623	0.001818	0.149396	0.4951	ZNF623	0.514584	0.052573	0.049424	0.081615
DGN-WB	922	ENSG00000139278.5	GLIPR1	0.099723	0.027029	0	GLIPR1	0.001761	0.154014	0.4956	GLIPR1	0.099547	0.026994	0.033034	0.144003
DGN-WB	922	ENSG00000108639.3	SYNGR2	0.125971	0.037465	6.488e-06	SYNGR2	0.001732	0.160809	0.496	SYNGR2	0.096087	0.032918	0.000001	0.157140
DGN-WB	922	ENSG00000183647.6	ZNF530	0.017313	0.014917	0.04854	ZNF530	0.001718	0.160465	0.496	ZNF530	0.017317	0.014929	0.004579	0.159709
DGN-WB	922	ENSG00000171497.4	PPID	0.052925	0.026130	0.0005553	PPID	0.001620	0.149954	0.4957	PPID	0.029262	0.017450	0.000001	0.148330
DGN-WB	922	ENSG00000130816.10	DNMT1	0.126939	0.036666	3.153e-11	DNMT1	0.001595	0.153268	0.4959	DNMT1	0.119101	0.034961	0.000001	0.141997
DGN-WB	922	ENSG00000159322.13	ADPGK	0.198749	0.057452	2.323e-09	ADPGK	0.001551	0.147163	0.4957	ADPGK	0.199389	0.057473	0.057524	0.126778
DGN-WB	922	ENSG00000152495.6	CAMK4	0.110208	0.037308	1.036e-08	CAMK4	0.001528	0.151413	0.496	CAMK4	0.110350	0.037363	0.014061	0.141847
DGN-WB	922	ENSG00000125912.6	NCLN	0.146975	0.033514	0	NCLN	0.001492	0.155107	0.4963	NCLN	0.146957	0.033478	0.054490	0.141601
DGN-WB	922	ENSG00000148082.5	SHC3	0.008399	0.012909	0.2303	SHC3	0.001486	0.154623	0.4963	SHC3	0.007546	0.012576	0.000001	0.154450
DGN-WB	922	ENSG00000158485.6	CD1B	0.129960	0.035588	2.22e-16	CD1B	0.001425	0.151762	0.4964	CD1B	0.097277	0.028752	0.000001	0.145682
DGN-WB	922	ENSG00000146859.5	TMEM140	0.249165	0.043003	0	TMEM140	0.001415	0.145391	0.496	TMEM140	0.249102	0.043010	0.014466	0.117773
DGN-WB	922	ENSG00000183735.5	TBK1	0.022565	0.017018	0.04088	TBK1	0.001409	0.145935	0.4961	TBK1	0.022574	0.017026	0.003290	0.144937
DGN-WB	922	ENSG00000178381.7	ZFAND2A	0.560131	0.045447	0	ZFAND2A	0.001409	0.153391	0.4964	ZFAND2A	0.525670	0.046237	0.000002	0.085260
DGN-WB	922	ENSG00000125482.8	TTF1	0.000001	0.015097	0.5	TTF1	0.001381	0.158833	0.4968	TTF1	NA	NA	NA	NA
DGN-WB	922	ENSG00000105379.5	ETFB	0.096451	0.031636	2.64e-06	ETFB	0.001309	0.149067	0.4964	ETFB	0.097368	0.031754	0.059669	0.144452
DGN-WB	922	ENSG00000158321.11	AUTS2	0.144186	0.039354	1.02e-07	AUTS2	0.001139	0.153874	0.4971	AUTS2	0.110505	0.034243	0.000001	0.148063
DGN-WB	922	ENSG00000214078.7	CPNE1	0.429045	0.068594	0	CPNE1	0.001130	0.155164	0.4972	CPNE1	0.402021	0.067741	0.000001	0.091212
DGN-WB	922	ENSG00000197965.7	MPZL1	0.125048	0.036524	7.955e-08	MPZL1	0.001048	0.157129	0.4976	MPZL1	0.097509	0.031448	0.000001	0.151135
DGN-WB	922	ENSG00000147592.4	LACTB2	0.057902	0.022496	1.708e-13	LACTB2	0.001016	0.159591	0.4976	LACTB2	0.048177	0.018921	0.000001	0.156424
DGN-WB	922	ENSG00000189057.6	FAM111B	0.062190	0.027465	1.235e-07	FAM111B	0.001007	0.152413	0.4974	FAM111B	0.062189	0.027467	0.001214	0.145246
DGN-WB	922	ENSG00000126934.9	MAP2K2	0.040288	0.022932	0.01193	MAP2K2	0.000968	0.152163	0.4975	MAP2K2	0.039370	0.022708	0.000001	0.150651
DGN-WB	922	ENSG00000154642.6	C21orf91	0.061158	0.027741	0.003819	C21orf91	0.000906	0.152967	0.4976	C21orf91	0.061178	0.027746	0.006556	0.150296
DGN-WB	922	ENSG00000183763.4	TRAIP	0.007368	0.008730	0.06711	TRAIP	0.000902	0.152171	0.4977	TRAIP	NA	NA	NA	NA
DGN-WB	922	ENSG00000121152.5	NCAPH	0.000619	0.004506	0.4388	NCAPH	0.000900	0.146348	0.4975	NCAPH	0.000624	0.004514	0.002441	0.146326
DGN-WB	922	ENSG00000107862.4	GBF1	0.000001	0.008363	0.5	GBF1	0.000833	0.144434	0.4976	GBF1	NA	NA	NA	NA
DGN-WB	922	ENSG00000188846.9	RPL14	0.113413	0.035001	0	RPL14	0.000818	0.158492	0.4981	RPL14	0.097217	0.030363	0.000001	0.139470
DGN-WB	922	ENSG00000116525.9	TRIM62	0.015341	0.014853	0.07512	TRIM62	0.000794	0.158053	0.4982	TRIM62	0.011270	0.012732	0.000001	0.158013
DGN-WB	922	ENSG00000142453.7	CARM1	0.033265	0.020441	0.01576	CARM1	0.000772	0.153630	0.498	CARM1	0.033275	0.020447	0.004853	0.151766
DGN-WB	922	ENSG00000174672.11	BRSK2	0.071398	0.026551	7.937e-07	BRSK2	0.000745	0.158864	0.4983	BRSK2	0.070975	0.026451	0.000001	0.154278
DGN-WB	922	ENSG00000116985.6	BMP8B	0.036092	0.022846	0.02721	BMP8B	0.000743	0.149959	0.4981	BMP8B	0.037585	0.023266	0.055055	0.148824
DGN-WB	922	ENSG00000101000.4	PROCR	0.049746	0.026607	1.409e-08	PROCR	0.000686	0.152380	0.4982	PROCR	0.049664	0.026577	0.008719	0.148160
DGN-WB	922	ENSG00000126500.3	FLRT1	0.043932	0.021696	8.967e-05	FLRT1	0.000576	0.152211	0.4985	FLRT1	0.044562	0.021854	0.059910	0.147989
DGN-WB	922	ENSG00000188827.6	SLX4	0.011154	0.013689	0.1632	SLX4	0.000558	0.149059	0.4985	SLX4	0.011188	0.013701	0.008215	0.148876
DGN-WB	922	ENSG00000148719.9	DNAJB12	0.100158	0.032824	0	DNAJB12	0.000544	0.151896	0.4986	DNAJB12	0.100350	0.032892	0.016102	0.140216
DGN-WB	922	ENSG00000155876.4	RRAGA	0.000001	0.013801	0.5	RRAGA	0.000532	0.146876	0.4985	RRAGA	NA	NA	NA	NA
DGN-WB	922	ENSG00000133104.8	SPG20	0.202665	0.038449	0	SPG20	0.000508	0.153206	0.4987	SPG20	0.184498	0.035380	0.000001	0.134532
DGN-WB	922	ENSG00000164904.11	ALDH7A1	0.363079	0.053316	0	ALDH7A1	0.000491	0.161197	0.4989	ALDH7A1	0.212531	0.040147	0.000001	0.143602
DGN-WB	922	ENSG00000136802.7	LRRC8A	0.027971	0.020089	0.0484	LRRC8A	0.000474	0.160836	0.4989	LRRC8A	0.027740	0.020003	0.000001	0.159786
DGN-WB	922	ENSG00000179477.5	ALOX12B	0.031117	0.019023	0.005326	ALOX12B	0.000417	0.160203	0.499	ALOX12B	0.013359	0.012118	0.000001	0.160448
DGN-WB	922	ENSG00000205683.7	DPF3	0.039975	0.021031	0.001156	DPF3	0.000399	0.158923	0.4991	DPF3	0.033940	0.018968	0.000001	0.156649
DGN-WB	922	ENSG00000198039.7	ZNF273	0.036736	0.022380	0.0004143	ZNF273	0.000380	0.151291	0.499	ZNF273	0.025283	0.016469	0.000001	0.149718
DGN-WB	922	ENSG00000125508.3	SRMS	0.038550	0.021747	0.009431	SRMS	0.000345	0.155467	0.4991	SRMS	0.039376	0.021927	0.051007	0.154168
DGN-WB	922	ENSG00000198815.4	FOXJ3	0.000001	0.011315	0.5	FOXJ3	0.000312	0.148994	0.4992	FOXJ3	0.000001	0.011330	0.000433	0.149161
DGN-WB	922	ENSG00000174944.4	P2RY14	0.151567	0.037320	0	P2RY14	0.000267	0.151530	0.4993	P2RY14	0.132581	0.033387	0.000001	0.136728
DGN-WB	922	ENSG00000240184.2	PCDHGC3	0.016703	0.012685	0.007588	PCDHGC3	0.000242	0.152589	0.4994	PCDHGC3	0.013389	0.010882	0.000001	0.153107
DGN-WB	922	ENSG00000152465.13	NMT2	0.561037	0.044611	0	NMT2	0.000145	0.154647	0.4996	NMT2	0.560692	0.044560	0.064103	0.083524
DGN-WB	922	ENSG00000164576.7	SAP30L	0.406573	0.051769	0	SAP30L	0.000136	0.153493	0.4997	SAP30L	0.406933	0.051600	0.089088	0.106557
DGN-WB	922	ENSG00000138303.13	ASCC1	0.241802	0.047876	0	ASCC1	0.000122	0.156120	0.4998	ASCC1	0.244805	0.047983	0.117901	0.131371
DGN-WB	922	ENSG00000198265.7	HELZ	0.070378	0.024565	8.863e-08	HELZ	0.000061	0.145548	0.4998	HELZ	0.070523	0.024596	0.022255	0.143804
DGN-WB	922	ENSG00000100234.11	TIMP3	0.067731	0.025761	8.968e-06	TIMP3	0.000041	0.162819	0.5	TIMP3	0.067743	0.025762	0.010287	0.157215
DGN-WB	922	ENSG00000164610.4	RP9	0.001667	0.008743	0.4197	RP9	0.000035	0.153524	0.4999	RP9	0.001700	0.008775	0.004479	0.153904
DGN-WB	922	ENSG00000164048.9	ZNF589	0.738921	0.050567	0	ZNF589	0.000034	0.148246	0.4999	ZNF589	0.739156	0.050519	0.010980	0.042564
DGN-WB	922	ENSG00000272099.1	VTN	0.000001	0.010453	0.5	VTN	0.000001	0.157320	0.5	VTN	NA	NA	NA	NA
DGN-WB	922	ENSG00000271303.1	SRXN1	0.691535	0.032132	0	SRXN1	0.000001	0.161073	0.5	SRXN1	0.662363	0.034618	0.000001	0.070266
DGN-WB	922	ENSG00000270011.2	ZNF177	0.058002	0.025283	6.988e-08	ZNF177	0.000001	0.151559	0.5	ZNF177	0.047643	0.021626	0.000001	0.150084
DGN-WB	922	ENSG00000269858.1	EGLN2	0.280667	0.047536	0	EGLN2	0.000001	0.163430	0.5	EGLN2	0.280684	0.047540	0.004479	0.121190
DGN-WB	922	ENSG00000267534.1	S1PR2	0.285654	0.057946	2.176e-08	S1PR2	0.000001	0.155617	0.5	S1PR2	0.272748	0.057371	0.000001	0.120304
DGN-WB	922	ENSG00000267228.2	IER3IP1	0.012062	0.014671	0.1473	IER3IP1	0.000001	0.156908	0.5	IER3IP1	0.011898	0.014832	0.000001	0.159389
DGN-WB	922	ENSG00000266967.2	AARSD1	0.035279	0.020686	0.001127	AARSD1	0.000001	0.158316	0.5	AARSD1	0.034120	0.020577	0.000001	0.158500
DGN-WB	922	ENSG00000265681.2	RPL17	0.152357	0.046504	0.0009561	RPL17	0.000001	0.154605	0.5	RPL17	NA	NA	NA	NA
DGN-WB	922	ENSG00000262246.1	CORO7	0.004012	0.011725	0.3452	CORO7	0.000001	0.157342	0.5	CORO7	0.003924	0.012151	0.000001	0.163951
DGN-WB	922	ENSG00000261221.1	ZNF865	0.048038	0.025061	0.007322	ZNF865	0.000001	0.152064	0.5	ZNF865	0.049701	0.025353	0.065749	0.153774
DGN-WB	922	ENSG00000260916.1	CCPG1	0.031451	0.017739	0.002385	CCPG1	0.000001	0.152770	0.5	CCPG1	NA	NA	NA	NA
DGN-WB	922	ENSG00000260027.2	HOXB7	0.058994	0.024441	3.589e-09	HOXB7	0.000001	0.151894	0.5	HOXB7	0.054437	0.022840	0.000001	0.144635
DGN-WB	922	ENSG00000259384.2	GH1	0.067943	0.032426	1.824e-11	GH1	0.000001	0.157809	0.5	GH1	NA	NA	NA	NA
DGN-WB	922	ENSG00000258839.2	MC1R	0.265497	0.055770	0	MC1R	0.000001	0.160249	0.5	MC1R	0.265916	0.055817	0.016459	0.112988
DGN-WB	922	ENSG00000258484.3	SPESP1	0.000001	0.010962	0.5	SPESP1	0.000001	0.151531	0.5	SPESP1	NA	NA	NA	NA
DGN-WB	922	ENSG00000258405.5	ZNF578	0.057206	0.026402	0.001539	ZNF578	0.000001	0.154388	0.5	ZNF578	0.050923	0.026128	0.000001	0.157612
DGN-WB	922	ENSG00000258227.2	CLEC5A	0.082836	0.029159	1.908e-11	CLEC5A	0.000001	0.155968	0.5	CLEC5A	NA	NA	NA	NA
DGN-WB	922	ENSG00000257923.5	CUX1	0.112414	0.032517	1.113e-10	CUX1	0.000001	0.152523	0.5	CUX1	0.113391	0.032684	0.050610	0.143174
DGN-WB	922	ENSG00000257727.1	CNPY2	0.039447	0.020201	0.0002493	CNPY2	0.000001	0.155516	0.5	CNPY2	0.040343	0.020487	0.059338	0.155627
DGN-WB	922	ENSG00000257591.1	ZNF625	0.032276	0.016957	0.0001285	ZNF625	0.000001	0.157856	0.5	ZNF625	0.029719	0.016627	0.000001	0.162476
DGN-WB	922	ENSG00000257446.2	ZNF878	0.017622	0.014844	0.04756	ZNF878	0.000001	0.154772	0.5	ZNF878	0.015174	0.014324	0.000001	0.160965
DGN-WB	922	ENSG00000257365.2	FNTB	0.511038	0.052335	0	FNTB	0.000001	0.148862	0.5	FNTB	0.425504	0.054186	0.000001	0.101304
DGN-WB	922	ENSG00000257335.4	MGAM	0.322182	0.051764	0	MGAM	0.000001	0.155932	0.5	MGAM	0.286521	0.048742	0.000001	0.117519
DGN-WB	922	ENSG00000257218.1	GATC	0.336174	0.049076	0	GATC	0.000001	0.166372	0.5	GATC	0.288683	0.044599	0.000001	0.132265
DGN-WB	922	ENSG00000257017.4	HP	0.445220	0.056451	0	HP	0.000001	0.167297	0.5	HP	0.403024	0.055357	0.000001	0.105839
DGN-WB	922	ENSG00000256812.1	CAPNS2	0.058264	0.023627	9.722e-06	CAPNS2	0.000001	0.154365	0.5	CAPNS2	NA	NA	NA	NA
DGN-WB	922	ENSG00000256771.2	ZNF253	0.181409	0.045311	0	ZNF253	0.000001	0.154269	0.5	ZNF253	0.142346	0.036989	0.000001	0.142770
DGN-WB	922	ENSG00000256713.3	PGA5	0.037802	0.020907	0.0008719	PGA5	0.000001	0.154572	0.5	PGA5	0.037976	0.020946	0.031612	0.152176
DGN-WB	922	ENSG00000256660.1	CLEC12B	0.746724	0.028977	0	CLEC12B	0.000001	0.157897	0.5	CLEC12B	0.746262	0.029010	0.040916	0.045182
DGN-WB	922	ENSG00000256574.2	OR13A1	0.237836	0.048413	0	OR13A1	0.000001	0.143293	0.5	OR13A1	0.177819	0.037295	0.000001	0.132901
DGN-WB	922	ENSG00000256525.2	POLG2	0.038435	0.021108	0.0007425	POLG2	0.000001	0.161823	0.5	POLG2	0.032513	0.019827	0.000001	0.169624
DGN-WB	922	ENSG00000256223.1	ZNF10	0.059232	0.025275	1.468e-09	ZNF10	0.000001	0.162685	0.5	ZNF10	NA	NA	NA	NA
DGN-WB	922	ENSG00000256087.2	ZNF432	0.029920	0.019085	0.01065	ZNF432	0.000001	0.144314	0.5	ZNF432	0.029055	0.019092	0.000001	0.145676
DGN-WB	922	ENSG00000256061.3	DYX1C1	0.222633	0.048861	0	DYX1C1	0.000001	0.164809	0.5	DYX1C1	0.179162	0.046992	0.000001	0.162402
DGN-WB	922	ENSG00000255837.1	TAS2R20	0.224906	0.042124	0	TAS2R20	0.000001	0.156773	0.5	TAS2R20	0.163573	0.031900	0.000001	0.142509
DGN-WB	922	ENSG00000255833.1	TIFAB	0.084955	0.029142	6.07e-08	TIFAB	0.000001	0.152151	0.5	TIFAB	0.084995	0.029138	0.020894	0.145127
DGN-WB	922	ENSG00000255221.2	CARD17	0.135972	0.042516	5.551e-17	CARD17	0.000001	0.157680	0.5	CARD17	0.136624	0.042656	0.048931	0.140880
DGN-WB	922	ENSG00000255150.1	EID3	0.051263	0.021281	3.997e-06	EID3	0.000001	0.153555	0.5	EID3	NA	NA	NA	NA
DGN-WB	922	ENSG00000254997.2	KRTAP5-9	0.109200	0.031113	0	KRTAP5-9	0.000001	0.157432	0.5	KRTAP5-9	0.099184	0.030036	0.000001	0.155834
DGN-WB	922	ENSG00000254986.3	DPP3	0.096583	0.032801	0	DPP3	0.000001	0.150459	0.5	DPP3	NA	NA	NA	NA
DGN-WB	922	ENSG00000254726.2	MEX3A	0.006711	0.011657	0.2869	MEX3A	0.000001	0.154380	0.5	MEX3A	0.006591	0.012068	0.000001	0.160553
DGN-WB	922	ENSG00000254685.1	FPGT	0.323781	0.054103	0	FPGT	0.000001	0.144763	0.5	FPGT	0.289373	0.050110	0.000001	0.110162
DGN-WB	922	ENSG00000254505.3	CHMP4A	0.014571	0.015291	0.1209	CHMP4A	0.000001	0.157303	0.5	CHMP4A	0.004026	0.011080	0.000001	0.157316
DGN-WB	922	ENSG00000254415.3	SIGLEC14	0.441821	0.048565	0	SIGLEC14	0.000001	0.151675	0.5	SIGLEC14	0.419511	0.048906	0.000001	0.104349
DGN-WB	922	ENSG00000254093.4	PINX1	0.017089	0.019728	0.2431	PINX1	0.000001	0.157868	0.5	PINX1	NA	NA	NA	NA
DGN-WB	922	ENSG00000254004.2	ZNF260	0.058490	0.028217	7.741e-06	ZNF260	0.000001	0.152833	0.5	ZNF260	0.052543	0.027403	0.000001	0.155155
DGN-WB	922	ENSG00000253710.1	ALG11	0.047791	0.020497	3.226e-08	ALG11	0.000001	0.148819	0.5	ALG11	0.040800	0.018010	0.000001	0.146305
DGN-WB	922	ENSG00000253506.1	NACA2	0.018621	0.015207	0.06436	NACA2	0.000001	0.155196	0.5	NACA2	0.007650	0.010670	0.000001	0.154607
DGN-WB	922	ENSG00000251369.4	ZNF550	0.063000	0.025926	8.078e-05	ZNF550	0.000001	0.157477	0.5	ZNF550	0.031468	0.017516	0.000001	0.156096
DGN-WB	922	ENSG00000251322.3	SHANK3	0.000001	0.007953	0.5	SHANK3	0.000001	0.162619	0.5	SHANK3	NA	NA	NA	NA
DGN-WB	922	ENSG00000251247.5	ZNF345	0.069888	0.033526	2.11e-06	ZNF345	0.000001	0.163257	0.5	ZNF345	0.061821	0.032207	0.000001	0.168024
DGN-WB	922	ENSG00000250722.1	SEPP1	0.001020	0.006079	0.4373	SEPP1	0.000001	0.154199	0.5	SEPP1	0.000672	0.006002	0.000001	0.158662
DGN-WB	922	ENSG00000250506.2	CDK3	0.209473	0.048126	5.27e-10	CDK3	0.000001	0.157812	0.5	CDK3	0.138926	0.039064	0.000001	0.147219
DGN-WB	922	ENSG00000250361.2	GYPB	0.039373	0.023557	0.001382	GYPB	0.000001	0.146392	0.5	GYPB	NA	NA	NA	NA
DGN-WB	922	ENSG00000250254.1	PTTG2	0.034874	0.020576	0.01004	PTTG2	0.000001	0.154602	0.5	PTTG2	0.030566	0.020451	0.000001	0.163119
DGN-WB	922	ENSG00000249471.3	ZNF324B	0.044396	0.022015	0.0001306	ZNF324B	0.000001	0.150851	0.5	ZNF324B	NA	NA	NA	NA
DGN-WB	922	ENSG00000249459.4	ZNF286B	0.000001	0.007410	0.5	ZNF286B	0.000001	0.157035	0.5	ZNF286B	NA	NA	NA	NA
DGN-WB	922	ENSG00000249222.1	ATP5L2	0.021593	0.017533	0.04247	ATP5L2	0.000001	0.156410	0.5	ATP5L2	0.021022	0.017573	0.000001	0.157000
DGN-WB	922	ENSG00000249087.3	C1orf213	0.102336	0.032995	7.41e-07	C1orf213	0.000001	0.145692	0.5	C1orf213	0.088646	0.032348	0.000001	0.150014
DGN-WB	922	ENSG00000248905.4	FMN1	0.625183	0.037157	0	FMN1	0.000001	0.147549	0.5	FMN1	0.625173	0.037160	0.000001	0.068900
DGN-WB	922	ENSG00000248487.4	ABHD14A	0.000001	0.004533	0.5	ABHD14A	0.000001	0.159442	0.5	ABHD14A	NA	NA	NA	NA
DGN-WB	922	ENSG00000248485.1	PCP4L1	0.023273	0.017461	0.04207	PCP4L1	0.000001	0.146354	0.5	PCP4L1	0.020878	0.017458	0.000001	0.153133
DGN-WB	922	ENSG00000248333.3	CDK11B	0.082422	0.030720	8.599e-08	CDK11B	0.000001	0.149100	0.5	CDK11B	NA	NA	NA	NA
DGN-WB	922	ENSG00000248099.3	INSL3	0.326298	0.053983	8.659e-10	INSL3	0.000001	0.153728	0.5	INSL3	0.333191	0.054034	0.092395	0.122703
DGN-WB	922	ENSG00000247626.3	MARS2	0.053368	0.023371	3.02e-11	MARS2	0.000001	0.151917	0.5	MARS2	0.047428	0.021997	0.000001	0.155288
DGN-WB	922	ENSG00000247077.2	PGAM5	0.001822	0.007161	0.3814	PGAM5	0.000001	0.157010	0.5	PGAM5	0.002099	0.007846	0.000001	0.167879
DGN-WB	922	ENSG00000246223.4	C14orf64	0.031404	0.017650	0.001125	C14orf64	0.000001	0.155037	0.5	C14orf64	NA	NA	NA	NA
DGN-WB	922	ENSG00000244734.1	HBB	0.000001	0.016190	0.5	HBB	0.000001	0.163602	0.5	HBB	NA	NA	NA	NA
DGN-WB	922	ENSG00000244509.2	APOBEC3C	0.056545	0.024042	1.141e-05	APOBEC3C	0.000001	0.159760	0.5	APOBEC3C	0.050701	0.023574	0.000001	0.167089
DGN-WB	922	ENSG00000244187.2	TMEM141	0.085052	0.030128	1.011e-07	TMEM141	0.000001	0.157923	0.5	TMEM141	NA	NA	NA	NA
DGN-WB	922	ENSG00000244045.5	TMEM199	0.087240	0.029016	1.851e-12	TMEM199	0.000001	0.155547	0.5	TMEM199	0.074350	0.025117	0.000001	0.149304
DGN-WB	922	ENSG00000243989.3	ACY1	0.000001	0.006054	0.5	ACY1	0.000001	0.147952	0.5	ACY1	NA	NA	NA	NA
DGN-WB	922	ENSG00000243927.1	MRPS6	0.194206	0.041319	0	MRPS6	0.000001	0.159324	0.5	MRPS6	0.120355	0.029860	0.000001	0.151224
DGN-WB	922	ENSG00000243696.3	MUSTN1	0.066614	0.028519	2.114e-06	MUSTN1	0.000001	0.153957	0.5	MUSTN1	NA	NA	NA	NA
DGN-WB	922	ENSG00000243649.4	CFB	0.027537	0.014919	0.0001094	CFB	0.000001	0.157883	0.5	CFB	0.025991	0.014712	0.000001	0.159577
DGN-WB	922	ENSG00000243566.2	UPK3B	0.783267	0.026474	0	UPK3B	0.000001	0.160029	0.5	UPK3B	0.785862	0.026198	0.067397	0.037757
DGN-WB	922	ENSG00000243364.3	EFNA4	0.000001	0.011162	0.5	EFNA4	0.000001	0.151860	0.5	EFNA4	NA	NA	NA	NA
DGN-WB	922	ENSG00000243335.4	KCTD7	0.159090	0.049388	0	KCTD7	0.000001	0.148152	0.5	KCTD7	0.159805	0.049489	0.054868	0.128479
DGN-WB	922	ENSG00000243284.1	VSIG8	0.122736	0.036330	4.649e-08	VSIG8	0.000001	0.149189	0.5	VSIG8	0.094504	0.031004	0.000001	0.144032
DGN-WB	922	ENSG00000243156.3	MICAL3	0.126450	0.036156	3.513e-08	MICAL3	0.000001	0.159836	0.5	MICAL3	NA	NA	NA	NA
DGN-WB	922	ENSG00000243147.3	MRPL33	0.005873	0.008597	0.1532	MRPL33	0.000001	0.146663	0.5	MRPL33	0.005811	0.008624	0.000001	0.148562
DGN-WB	922	ENSG00000243056.1	EIF4EBP3	0.023767	0.016515	0.01096	EIF4EBP3	0.000001	0.161840	0.5	EIF4EBP3	0.019883	0.016260	0.000001	0.176737
DGN-WB	922	ENSG00000242866.5	STRC	0.095146	0.042577	0	STRC	0.000001	0.158991	0.5	STRC	0.083380	0.040345	0.000001	0.163390
DGN-WB	922	ENSG00000242616.3	GNG10	0.026608	0.015942	0.003187	GNG10	0.000001	0.157968	0.5	GNG10	0.024627	0.015740	0.000001	0.162757
DGN-WB	922	ENSG00000242498.3	C15orf38	0.745785	0.028813	0	C15orf38	0.000001	0.149523	0.5	C15orf38	0.745812	0.028813	0.002268	0.045881
DGN-WB	922	ENSG00000242372.2	EIF6	0.649053	0.061890	0	EIF6	0.000001	0.151165	0.5	EIF6	0.648767	0.061827	0.043868	0.057716
DGN-WB	922	ENSG00000242265.1	PEG10	0.099609	0.030319	0	PEG10	0.000001	0.157622	0.5	PEG10	0.099765	0.030356	0.023223	0.146211
DGN-WB	922	ENSG00000242247.6	ARFGAP3	0.035151	0.018612	0.0002447	ARFGAP3	0.000001	0.165420	0.5	ARFGAP3	0.031759	0.018285	0.000001	0.174749
DGN-WB	922	ENSG00000242220.1	TCP10L	0.151407	0.035265	0	TCP10L	0.000001	0.160613	0.5	TCP10L	0.115822	0.028534	0.000001	0.152104
DGN-WB	922	ENSG00000242114.1	MTFP1	0.299842	0.054649	0	MTFP1	0.000001	0.163529	0.5	MTFP1	NA	NA	NA	NA
DGN-WB	922	ENSG00000242110.3	AMACR	0.383197	0.046659	0	AMACR	0.000001	0.156558	0.5	AMACR	0.387667	0.046771	0.197747	0.108461
DGN-WB	922	ENSG00000242019.1	KIR3DL3	0.146444	0.038968	1.53e-07	KIR3DL3	0.000001	0.155271	0.5	KIR3DL3	0.146517	0.038975	0.005909	0.147823
DGN-WB	922	ENSG00000241973.6	PI4KA	0.011148	0.011753	0.05977	PI4KA	0.000001	0.155021	0.5	PI4KA	0.010949	0.011774	0.000001	0.157322
