AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
FAM111B	ENSG00000189057.6	0.047483	0.035848	1e-06	0.035141	1e-06	0.035034	1e-06	0.048695	1e-06	0.036799	0.003557	0.01815	0.021026	0.035702	1e-06	0.027548	0.006955	0.02776	1e-06	0.040128
TTC32	ENSG00000183891.5	0.01458	0.028772	1e-06	0.040431	1e-06	0.033785	1e-06	0.059455	0.036325	0.047953	1e-06	0.041149	1e-06	0.047679	0.014134	0.037668	1e-06	0.037917	0.039053	0.043003
CAMK2G	ENSG00000148660.15	0.00213	0.010517	0.048127	0.042586	0.107162	0.058788	0.061733	0.065938	0.024351	0.035132	1e-06	0.019298	1e-06	0.021297	0.000455	0.017654	0.052102	0.055368	0.003547	0.014845
SPATA7	ENSG00000042317.12	0.140614	0.060978	0.091696	0.076445	1e-06	0.037319	0.122458	0.092559	0.152124	0.081547	0.162759	0.071436	0.187168	0.09648	1e-06	0.048679	0.020544	0.055987	1e-06	0.043371
MGAT4C	ENSG00000182050.9	0.015037	0.0179	1e-06	0.035242	0.004181	0.030244	0.063018	0.066421	0.000903	0.028024	1e-06	0.020419	1e-06	0.03094	0.007257	0.028232	1e-06	0.043433	0.00054	0.019603
AMT	ENSG00000145020.10	0.256745	0.070619	0.207704	0.073835	0.242221	0.076471	0.019508	0.038186	0.239471	0.083861	0.1037	0.050039	0.333866	0.096073	0.121348	0.059757	0.312954	0.087074	0.167727	0.066591
C1orf168	ENSG00000187889.8	1e-06	0.023463	1e-06	0.048202	1e-06	0.047153	1e-06	0.079432	1e-06	0.063315	0.034499	0.041298	1e-06	0.047766	1e-06	0.042456	0.014822	0.049981	1e-06	0.058081
CTSO	ENSG00000256043.2	0.053177	0.036521	1e-06	0.049034	1e-06	0.051412	1e-06	0.072831	1e-06	0.051472	1e-06	0.044264	1e-06	0.071232	1e-06	0.048321	1e-06	0.050932	1e-06	0.032254
DFFA	ENSG00000160049.7	1e-06	0.021299	1e-06	0.052019	0.088357	0.063713	1e-06	0.087693	0.061059	0.065472	1e-06	0.042393	1e-06	0.056053	1e-06	0.048711	1e-06	0.046892	1e-06	0.046624
IDE	ENSG00000119912.11	1e-06	0.025114	0.04137	0.051612	0.005597	0.039032	0.017406	0.055351	0.068316	0.052738	1e-06	0.031634	1e-06	0.050532	0.04103	0.044258	1e-06	0.040296	1e-06	0.025898
FARSB	ENSG00000116120.8	0.024347	0.035619	0.035898	0.051236	0.047025	0.053815	0.06472	0.093613	0.134045	0.068738	0.086742	0.058526	0.067202	0.067489	1e-06	0.049219	1e-06	0.054536	1e-06	0.053184
SRP9	ENSG00000143742.8	0.027035	0.027076	1e-06	0.038649	0.067832	0.06417	0.039773	0.069738	1e-06	0.048365	0.040061	0.04388	0.04973	0.049466	1e-06	0.040978	1e-06	0.032021	1e-06	0.033615
DFNB31	ENSG00000095397.9	0.024214	0.027573	1e-06	0.045865	1e-06	0.039995	0.039747	0.06117	1e-06	0.033499	0.054235	0.047274	0.029361	0.045853	1e-06	0.042935	0.039614	0.042866	1e-06	0.037698
ARPP19	ENSG00000128989.6	0.488661	0.063344	0.504837	0.074052	0.385184	0.083519	0.308754	0.095492	0.301791	0.086041	0.196472	0.069762	0.377995	0.085925	0.284141	0.077701	0.340322	0.080705	0.204853	0.06899
HARS	ENSG00000170445.8	0.06435	0.036098	1e-06	0.045634	0.016736	0.03773	0.052011	0.069279	1e-06	0.025505	0.016285	0.033013	0.025576	0.038051	0.01492	0.028243	0.069193	0.050013	0.025637	0.034703
UBE2F-SCLY	ENSG00000258984.1	0.007654	0.018807	1e-06	0.044142	1e-06	0.044304	1e-06	0.05908	0.056961	0.055846	1e-06	0.03602	1e-06	0.042077	1e-06	0.0506	1e-06	0.049473	1e-06	0.031438
KCTD20	ENSG00000112078.9	0.147721	0.052653	0.04192	0.052003	0.033507	0.047465	0.06759	0.070714	0.072701	0.058961	1e-06	0.035465	0.129241	0.067844	0.108229	0.058711	0.120652	0.06424	0.043796	0.039988
SLC19A1	ENSG00000173638.14	0.025211	0.032785	0.007275	0.045366	0.011714	0.044137	0.063211	0.096995	1e-06	0.05256	0.035902	0.043994	1e-06	0.052587	0.003915	0.045236	0.013228	0.038262	1e-06	0.048178
FLOT1	ENSG00000137312.10	0.01984	0.024074	1e-06	0.045838	1e-06	0.043998	0.014719	0.054985	1e-06	0.044896	1e-06	0.037695	1e-06	0.037026	0.003345	0.041998	1e-06	0.044789	1e-06	0.04356
USPL1	ENSG00000132952.7	0.068817	0.040685	0.062946	0.057102	1e-06	0.047373	0.020187	0.080323	1e-06	0.05709	1e-06	0.045701	0.050771	0.066934	0.182593	0.08258	1e-06	0.04505	0.00929	0.049251
IL36G	ENSG00000136688.6	0.021215	0.025433	0.006933	0.033943	0.033992	0.038675	1e-06	0.066556	0.030363	0.046017	1e-06	0.028211	1e-06	0.056284	0.034435	0.044813	1e-06	0.034236	1e-06	0.031926
FAM214A	ENSG00000047346.8	1e-06	0.020429	1e-06	0.038425	0.025196	0.050004	1e-06	0.061192	1e-06	0.044631	0.074863	0.048734	1e-06	0.040838	0.006104	0.043855	0.014206	0.039998	1e-06	0.035626
HN1	ENSG00000189159.11	0.005822	0.020774	1e-06	0.039009	1e-06	0.061837	0.01252	0.060458	1e-06	0.06153	0.02181	0.03578	0.028286	0.065899	1e-06	0.056703	0.079646	0.070808	1e-06	0.038231
FAM216A	ENSG00000204856.7	0.027202	0.029602	1e-06	0.032201	1e-06	0.035288	0.005801	0.036789	1e-06	0.037239	1e-06	0.027982	1e-06	0.028438	0.023821	0.040786	1e-06	0.036552	1e-06	0.032656
DLGAP5	ENSG00000126787.8	0.004097	0.019522	0.007408	0.033851	1e-06	0.043527	0.01047	0.054765	0.000571	0.030133	1e-06	0.024833	1e-06	0.03989	1e-06	0.035927	1e-06	0.036854	1e-06	0.027219
MUC7	ENSG00000171195.6	1e-06	0.018373	0.008055	0.036626	1e-06	0.044455	1e-06	0.060423	1e-06	0.039193	1e-06	0.039893	0.018853	0.047604	0.077482	0.052797	1e-06	0.039823	0.013162	0.032224
WDR92	ENSG00000243667.2	0.001918	0.017533	0.012041	0.033922	0.012097	0.031616	1e-06	0.04733	0.00235	0.027004	0.053295	0.040625	1e-06	0.034136	0.024151	0.03525	1e-06	0.036293	1e-06	0.022461
ADCY6	ENSG00000174233.7	0.034306	0.031873	1e-06	0.029028	1e-06	0.035365	1e-06	0.053033	1e-06	0.04091	0.012723	0.027333	0.081323	0.065562	0.024816	0.040102	0.129873	0.068558	1e-06	0.036059
RBM5	ENSG00000003756.12	1e-06	0.019344	1e-06	0.015159	1e-06	0.01697	1e-06	0.031905	1e-06	0.033705	1e-06	0.021796	0.025745	0.030994	1e-06	0.02082	1e-06	0.020337	0.000944	0.010669
BTN2A2	ENSG00000124508.12	1e-06	0.018024	0.027608	0.033565	1e-06	0.031735	0.038845	0.054791	0.021815	0.0302	9.6e-05	0.018644	1e-06	0.031826	1e-06	0.031015	0.007906	0.021209	1e-06	0.022882
NCOR1	ENSG00000141027.16	1e-06	0.047743	1e-06	0.051658	0.046182	0.066893	1e-06	0.090646	0.036728	0.058178	0.033609	0.046712	0.046108	0.074709	1e-06	0.057686	1e-06	0.073416	1e-06	0.053341
LOXL2	ENSG00000134013.11	1e-06	0.022383	1e-06	0.020362	0.016938	0.031857	0.006281	0.032864	1e-06	0.027089	1e-06	0.0135	0.003751	0.028121	0.006889	0.020587	0.043184	0.055505	1e-06	0.037147
TSPAN18	ENSG00000157570.7	0.075097	0.053843	1e-06	0.053902	0.070343	0.065673	1e-06	0.073485	1e-06	0.061992	1e-06	0.037341	0.063017	0.073232	1e-06	0.060363	1e-06	0.054124	1e-06	0.04678
ZC3H8	ENSG00000144161.7	0.164553	0.052535	0.154972	0.066297	0.275412	0.080657	0.039743	0.059186	0.002229	0.035721	1e-06	0.024543	0.156722	0.067391	0.131137	0.066231	0.18119	0.068131	1e-06	0.033219
LHCGR	ENSG00000138039.10	0.052336	0.041711	1e-06	0.030386	1e-06	0.036477	0.025418	0.058684	1e-06	0.030369	1e-06	0.038199	1e-06	0.025672	0.050068	0.053485	1e-06	0.048396	0.043984	0.042014
C12orf52	ENSG00000139405.11	1e-06	0.019077	1e-06	0.036922	1e-06	0.04154	1e-06	0.071679	0.046396	0.046974	1e-06	0.032043	1e-06	0.047882	1e-06	0.035126	0.06269	0.056683	0.003561	0.03067
EML1	ENSG00000066629.12	1e-06	0.029476	1e-06	0.04832	0.023448	0.058804	1e-06	0.068461	0.041067	0.06117	1e-06	0.045161	1e-06	0.054163	1e-06	0.047208	0.029943	0.050538	1e-06	0.044857
WFDC3	ENSG00000124116.14	0.109337	0.061614	1e-06	0.067996	1e-06	0.072195	1e-06	0.115433	1e-06	0.070725	1e-06	0.052557	1e-06	0.082657	1e-06	0.077326	1e-06	0.078596	1e-06	0.066383
DCDC2C	ENSG00000214866.3	1e-06	0.027316	1e-06	0.051123	0.061793	0.058659	1e-06	0.075486	1e-06	0.035606	0.011783	0.037167	1e-06	0.055718	0.058773	0.049124	0.014584	0.03482	1e-06	0.034496
AMY2A	ENSG00000243480.3	0.06228	0.040814	0.020326	0.037733	1e-06	0.036551	0.028812	0.063575	0.061439	0.059201	0.020026	0.03205	0.015143	0.0404	1e-06	0.040604	0.059946	0.055459	1e-06	0.023107
RHOJ	ENSG00000126785.8	1e-06	0.026396	1e-06	0.03021	1e-06	0.038586	1e-06	0.062139	1e-06	0.028962	1e-06	0.032816	1e-06	0.042917	1e-06	0.048036	1e-06	0.036101	1e-06	0.025336
CNIH4	ENSG00000143771.7	0.302362	0.064211	0.35433	0.080269	0.238974	0.074157	0.39711	0.098714	0.356867	0.08119	0.305145	0.069619	0.37066	0.082812	0.367549	0.076663	0.241665	0.07299	0.198358	0.066192
ZNF385D	ENSG00000151789.5	1e-06	0.02536	1e-06	0.045965	1e-06	0.046038	1e-06	0.083107	1e-06	0.034365	1e-06	0.039381	1e-06	0.057373	1e-06	0.052204	0.008771	0.046093	1e-06	0.03988
DCN	ENSG00000011465.12	1e-06	0.02467	1e-06	0.051861	1e-06	0.044803	0.106567	0.091629	1e-06	0.04237	1e-06	0.028158	1e-06	0.062097	1e-06	0.041895	1e-06	0.051262	1e-06	0.032944
RP11-503N18.3	ENSG00000249428.1	1e-06	0.019371	1e-06	0.035674	0.031745	0.047527	1e-06	0.058731	1e-06	0.045981	1e-06	0.031677	1e-06	0.047923	0.045695	0.044278	1e-06	0.030169	1e-06	0.031392
UCP3	ENSG00000175564.8	0.090934	0.04627	1e-06	0.036711	1e-06	0.039349	1e-06	0.08344	1e-06	0.053542	1e-06	0.03544	1e-06	0.049014	1e-06	0.033272	1e-06	0.051654	1e-06	0.04278
TMF1	ENSG00000144747.10	0.178785	0.063008	0.006562	0.036884	1e-06	0.040373	0.016683	0.068083	0.041211	0.054731	0.021736	0.038736	0.188126	0.080949	0.004577	0.040801	1e-06	0.044261	1e-06	0.032019
CD59	ENSG00000085063.10	0.210041	0.054764	0.248753	0.078542	0.289279	0.08081	0.247848	0.10414	0.249165	0.081862	0.161623	0.066075	0.203952	0.084471	0.054303	0.055691	0.25036	0.077765	1e-06	0.039185
FBXO11	ENSG00000138081.15	1e-06	0.032354	0.021458	0.042121	0.029312	0.050789	0.027556	0.068377	0.046278	0.060714	1e-06	0.038146	1e-06	0.048223	1e-06	0.039099	1e-06	0.058042	0.065645	0.050399
ZNF860	ENSG00000197385.5	0.045493	0.043747	0.034736	0.055651	0.071957	0.063509	1e-06	0.075688	1e-06	0.062047	1e-06	0.038372	1e-06	0.056234	0.072787	0.053362	0.156099	0.086049	0.001734	0.025308
C5orf45	ENSG00000161010.10	0.124628	0.05256	1e-06	0.065721	1e-06	0.062231	0.011999	0.061384	1e-06	0.052563	1e-06	0.02651	1e-06	0.061425	0.009906	0.039815	1e-06	0.048029	1e-06	0.05204
GTSF1	ENSG00000170627.5	1e-06	0.032491	1e-06	0.047894	1e-06	0.037209	1e-06	0.053777	1e-06	0.041304	1e-06	0.039246	1e-06	0.054109	1e-06	0.04943	0.005785	0.04496	1e-06	0.027906
ZNF259	ENSG00000109917.6	1e-06	0.023017	1e-06	0.034057	1e-06	0.049427	1e-06	0.064488	1e-06	0.035292	0.02952	0.03663	1e-06	0.056804	1e-06	0.031161	1e-06	0.058344	1e-06	0.054096
DFFB	ENSG00000169598.11	0.027075	0.029487	1e-06	0.030417	1e-06	0.028241	0.166027	0.088271	1e-06	0.034048	1e-06	0.033784	1e-06	0.035134	1e-06	0.024183	1e-06	0.039003	1e-06	0.02192
MYBBP1A	ENSG00000132382.10	0.001028	0.011215	0.022407	0.031752	1e-06	0.028097	0.01847	0.043408	1e-06	0.028196	1e-06	0.021927	1e-06	0.025549	1e-06	0.021137	1e-06	0.035828	0.009735	0.018814
CTNNBIP1	ENSG00000178585.10	0.008782	0.021001	1e-06	0.053313	0.018983	0.057593	1e-06	0.067519	0.026781	0.057439	1e-06	0.046255	0.102611	0.082395	0.040308	0.063974	1e-06	0.072571	1e-06	0.047771
PAH	ENSG00000171759.4	1e-06	0.025153	1e-06	0.044705	1e-06	0.043459	1e-06	0.088501	1e-06	0.041855	1e-06	0.030993	0.021635	0.048174	0.010978	0.038009	1e-06	0.046595	0.009313	0.033446
ROMO1	ENSG00000125995.11	0.020588	0.034883	1e-06	0.057701	0.091637	0.063165	1e-06	0.090364	0.031678	0.063812	1e-06	0.045873	1e-06	0.066671	0.117605	0.076067	0.09114	0.06919	1e-06	0.041191
NFRKB	ENSG00000170322.10	0.026426	0.036627	1e-06	0.047072	1e-06	0.053506	1e-06	0.08509	0.089517	0.075787	0.039384	0.05225	0.018042	0.05697	1e-06	0.046478	0.132708	0.081385	1e-06	0.041584
KRT32	ENSG00000108759.3	0.10644	0.040758	1e-06	0.033402	1e-06	0.028583	1e-06	0.059541	0.064975	0.046068	0.083895	0.051781	0.202587	0.071077	1e-06	0.045931	1e-06	0.031845	0.0043	0.023275
ANKRD33B	ENSG00000164236.7	1e-06	0.028777	0.031249	0.045023	1e-06	0.036983	0.103001	0.080171	1e-06	0.041078	1e-06	0.033405	1e-06	0.051499	0.005092	0.030492	1e-06	0.036842	0.012272	0.034451
CHST12	ENSG00000136213.7	0.007195	0.01735	0.018142	0.028846	1e-06	0.035191	1e-06	0.056384	1e-06	0.039595	1e-06	0.026992	1e-06	0.034682	0.094208	0.058785	0.07783	0.059819	1e-06	0.027794
VSIG2	ENSG00000019102.7	1e-06	0.01512	1e-06	0.041331	1e-06	0.031611	0.010978	0.042017	1e-06	0.028838	1e-06	0.021624	0.019445	0.043114	1e-06	0.026977	1e-06	0.028014	1e-06	0.027189
IGFBP6	ENSG00000167779.3	1e-06	0.028413	0.087098	0.063223	0.005431	0.041303	1e-06	0.070482	1e-06	0.046615	1e-06	0.03838	1e-06	0.049258	1e-06	0.040947	1e-06	0.062918	0.066759	0.058101
KIAA0368	ENSG00000136813.10	1e-06	0.017926	0.023306	0.040354	1e-06	0.059734	0.032588	0.053198	1e-06	0.048173	1e-06	0.02307	0.08677	0.078095	1e-06	0.037636	1e-06	0.049289	1e-06	0.046492
PCBP4	ENSG00000090097.15	1e-06	0.012601	1e-06	0.04069	1e-06	0.025329	1e-06	0.039714	0.031829	0.042352	0.006469	0.019535	0.097638	0.074422	1e-06	0.018324	0.010921	0.022634	0.009899	0.017937
KCNK13	ENSG00000152315.4	1e-06	0.010517	1e-06	0.011295	0.001548	0.011226	1e-06	0.031416	1e-06	0.0147	1e-06	0.009814	1e-06	0.019702	0.00185	0.011969	1e-06	0.026654	0.00073	0.009424
PNPLA6	ENSG00000032444.11	0.034421	0.036935	1e-06	0.069485	1e-06	0.058273	0.06764	0.095526	1e-06	0.067397	0.070562	0.064733	1e-06	0.072671	1e-06	0.060033	1e-06	0.068246	0.045681	0.06579
HOXB4	ENSG00000182742.5	0.026358	0.025875	1e-06	0.039051	0.016259	0.034757	1e-06	0.059519	0.019679	0.041605	0.048061	0.037385	0.061444	0.050281	1e-06	0.037057	0.004138	0.032603	0.011516	0.032127
FMO1	ENSG00000010932.11	0.075815	0.046719	1e-06	0.037952	0.011376	0.040883	1e-06	0.070256	0.027513	0.048171	0.011175	0.031982	0.040808	0.055002	0.151527	0.072677	1e-06	0.031688	1e-06	0.037194
MYH6	ENSG00000197616.7	0.020306	0.029502	1e-06	0.033096	1e-06	0.034068	1e-06	0.073165	1e-06	0.058197	0.066305	0.051924	1e-06	0.064873	1e-06	0.032528	0.022055	0.04564	1e-06	0.033046
SPRR1B	ENSG00000169469.7	0.01709	0.033013	0.097206	0.064236	1e-06	0.054415	0.05999	0.090868	1e-06	0.046292	1e-06	0.039552	1e-06	0.058387	1e-06	0.047392	1e-06	0.055209	0.009474	0.040462
JPH3	ENSG00000154118.8	0.057044	0.041822	1e-06	0.082124	1e-06	0.05991	0.077342	0.116922	1e-06	0.066329	1e-06	0.049955	1e-06	0.070058	1e-06	0.056873	1e-06	0.070159	1e-06	0.055826
TUBGCP4	ENSG00000137822.8	0.15855	0.054048	0.08469	0.059829	0.09075	0.057168	0.067304	0.055842	1e-06	0.019885	0.030646	0.03364	0.139984	0.066592	0.126677	0.065956	0.036837	0.042773	0.020757	0.026525
HNRNPA0	ENSG00000177733.4	0.004616	0.018783	1e-06	0.037832	1e-06	0.034669	1e-06	0.062878	0.047169	0.042736	0.037246	0.038811	0.000809	0.037049	1e-06	0.034114	0.05552	0.053797	1e-06	0.03175
NOD1	ENSG00000106100.6	0.051466	0.031378	1e-06	0.039187	0.004944	0.035005	1e-06	0.061952	0.025288	0.042673	1e-06	0.033079	0.042393	0.049404	0.058008	0.048872	1e-06	0.043926	1e-06	0.032408
PDCD1LG2	ENSG00000197646.6	0.500948	0.063927	0.237528	0.083291	0.045869	0.062867	0.40335	0.11296	0.279919	0.089985	0.086502	0.054328	0.222685	0.083333	0.016884	0.044598	0.108906	0.076151	1e-06	0.03522
DOM3Z	ENSG00000204348.5	1e-06	0.016445	1e-06	0.045242	1e-06	0.03617	1e-06	0.070971	1e-06	0.032615	1e-06	0.03233	0.061313	0.051673	1e-06	0.027174	0.04474	0.040198	1e-06	0.023028
CELA2B	ENSG00000215704.5	1e-06	0.014581	0.004827	0.032397	0.000915	0.030628	1e-06	0.070165	0.009806	0.047634	1e-06	0.0256	1e-06	0.038167	1e-06	0.041836	1e-06	0.051825	0.02333	0.037998
C9orf57	ENSG00000204669.5	1e-06	0.021795	0.032808	0.042049	1e-06	0.053005	1e-06	0.062968	1e-06	0.054158	1e-06	0.02793	1e-06	0.050625	1e-06	0.039693	1e-06	0.042878	1e-06	0.025485
TMX3	ENSG00000166479.5	1e-06	0.041231	0.055023	0.067147	1e-06	0.062991	0.008672	0.084666	0.017518	0.061959	1e-06	0.047302	0.044736	0.075352	0.057609	0.073479	1e-06	0.056321	0.090745	0.075347
RASSF5	ENSG00000136653.14	0.071538	0.04345	1e-06	0.045575	0.055223	0.060918	0.229431	0.107299	0.039688	0.056752	0.107448	0.055949	0.020138	0.043936	1e-06	0.039638	0.055633	0.058271	1e-06	0.034353
MYO1G	ENSG00000136286.10	0.022844	0.034289	1e-06	0.041111	0.025386	0.048573	1e-06	0.076079	0.075347	0.065582	0.006092	0.034104	0.001143	0.050664	1e-06	0.040664	1e-06	0.050699	1e-06	0.044706
TTC6	ENSG00000139865.12	1e-06	0.051897	1e-06	0.080863	1e-06	0.059376	0.055033	0.099572	1e-06	0.075606	1e-06	0.061352	1e-06	0.068186	1e-06	0.060022	1e-06	0.072912	1e-06	0.063403
RAB27A	ENSG00000069974.11	0.068673	0.040811	0.095639	0.061433	0.239868	0.076042	0.091537	0.088198	0.057539	0.057676	0.15834	0.066182	0.221997	0.079852	0.033548	0.050961	0.021453	0.046915	0.039273	0.048411
MYO9A	ENSG00000066933.11	0.075027	0.03647	0.158039	0.064615	0.070902	0.048437	1e-06	0.049337	0.064265	0.051601	0.025866	0.037718	0.10036	0.062654	0.074021	0.055676	1e-06	0.029224	0.015779	0.030014
TMEM170B	ENSG00000205269.4	0.060922	0.044594	0.087674	0.065777	1e-06	0.048212	1e-06	0.081309	0.016935	0.0526	1e-06	0.042604	1e-06	0.046543	1e-06	0.04536	1e-06	0.054513	1e-06	0.042847
PIBF1	ENSG00000083535.11	0.159101	0.050249	1e-06	0.044686	0.051856	0.050298	0.026781	0.069126	1e-06	0.071599	0.062144	0.048467	1e-06	0.049454	0.072095	0.05366	0.118172	0.071569	1e-06	0.055592
ARHGAP15	ENSG00000075884.8	0.021355	0.031922	0.004817	0.035067	0.170385	0.077428	0.108182	0.096261	0.142816	0.072807	0.014114	0.03868	0.071746	0.062832	0.044809	0.054487	1e-06	0.050741	1e-06	0.035578
CBWD3	ENSG00000196873.11	0.046668	0.029798	1e-06	0.027598	1e-06	0.036063	1e-06	0.067959	1e-06	0.030046	1e-06	0.027381	1e-06	0.041506	1e-06	0.042103	1e-06	0.030658	1e-06	0.035534
MRPL43	ENSG00000055950.12	0.066704	0.044596	0.059961	0.053129	0.022706	0.044011	0.066095	0.077692	1e-06	0.035052	0.016637	0.035695	1e-06	0.043188	1e-06	0.047529	0.022752	0.042225	0.032418	0.045737
PHACTR2	ENSG00000112419.10	0.062481	0.037731	0.001168	0.031821	1e-06	0.050072	1e-06	0.083718	0.042352	0.063199	1e-06	0.04266	0.009981	0.049899	1e-06	0.05914	0.025406	0.047091	1e-06	0.046566
SHARPIN	ENSG00000179526.12	0.109126	0.052185	0.037405	0.053305	1e-06	0.051508	0.041191	0.077991	0.000418	0.039474	1e-06	0.040657	1e-06	0.042546	0.002051	0.036907	0.021342	0.041444	1e-06	0.033493
CYP21A2	ENSG00000231852.2	0.011419	0.027684	1e-06	0.061007	1e-06	0.051082	0.03872	0.077112	1e-06	0.049214	1e-06	0.041602	1e-06	0.067091	0.048155	0.065845	0.042488	0.055947	1e-06	0.045026
PPP4R4	ENSG00000119698.7	0.031956	0.029049	0.021579	0.037102	1e-06	0.041994	0.014045	0.055384	0.028203	0.04834	1e-06	0.032881	1e-06	0.04548	1e-06	0.052969	0.022214	0.044781	1e-06	0.045504
CASC4	ENSG00000166734.14	0.00168	0.015737	1e-06	0.035944	1e-06	0.027415	1e-06	0.047694	1e-06	0.027569	1e-06	0.022638	0.035457	0.048459	1e-06	0.049292	0.029399	0.039025	1e-06	0.021495
COL9A1	ENSG00000112280.11	0.054779	0.038366	1e-06	0.038757	1e-06	0.037432	0.167911	0.088937	1e-06	0.049718	1e-06	0.025543	0.048668	0.053389	0.018782	0.039374	0.124141	0.066518	1e-06	0.035781
HHAT	ENSG00000054392.8	0.032703	0.02798	0.036181	0.041655	0.075482	0.070351	1e-06	0.072546	1e-06	0.045642	0.01886	0.037946	0.200777	0.08332	0.028747	0.048877	1e-06	0.066239	0.048108	0.051385
ACOXL	ENSG00000153093.14	0.093338	0.047067	1e-06	0.02642	1e-06	0.034191	0.038137	0.059836	0.010016	0.029217	1e-06	0.031318	0.007455	0.033353	1e-06	0.036726	1e-06	0.034443	0.044326	0.042097
ZBTB24	ENSG00000112365.4	1e-06	0.01869	1e-06	0.032097	0.034654	0.041461	1e-06	0.062306	1e-06	0.042029	1e-06	0.021061	1e-06	0.033098	0.0068	0.033543	1e-06	0.029234	0.014754	0.02648
ADAM30	ENSG00000134249.6	1e-06	0.020649	1e-06	0.025916	1e-06	0.041352	1e-06	0.057612	1e-06	0.034458	1e-06	0.028602	1e-06	0.037938	0.002355	0.028461	1e-06	0.043369	1e-06	0.037352
TTC40	ENSG00000171811.8	0.043296	0.03187	1e-06	0.041969	1e-06	0.043246	1e-06	0.055011	1e-06	0.039535	1e-06	0.029904	0.013072	0.039835	1e-06	0.031339	1e-06	0.046491	1e-06	0.030138
DYNLL1	ENSG00000088986.6	0.009396	0.02352	1e-06	0.036979	1e-06	0.039114	0.005867	0.043842	0.09466	0.065299	1e-06	0.040808	1e-06	0.045577	1e-06	0.036711	0.031749	0.047766	1e-06	0.032524
HRC	ENSG00000130528.7	1e-06	0.024936	1e-06	0.041276	0.016669	0.045514	0.191218	0.105848	1e-06	0.056385	1e-06	0.038345	1e-06	0.055068	0.117336	0.075687	1e-06	0.063585	1e-06	0.041133
NUDT16L1	ENSG00000168101.10	1e-06	0.005622	1e-06	0.020545	0.00483	0.017904	0.070696	0.082384	1e-06	0.017943	1e-06	0.013853	1e-06	0.024054	0.017846	0.035492	0.014988	0.03018	0.000434	0.006298
WDR4	ENSG00000160193.7	0.02729	0.029518	1e-06	0.046929	1e-06	0.052483	0.01039	0.070588	0.017812	0.051353	1e-06	0.036305	1e-06	0.051125	0.041278	0.049412	1e-06	0.045679	1e-06	0.038506
CSNK1E	ENSG00000213923.6	1e-06	0.027955	1e-06	0.031973	0.000635	0.037536	1e-06	0.055831	1e-06	0.051083	1e-06	0.036298	0.025146	0.056977	1e-06	0.036666	1e-06	0.044819	1e-06	0.035532
C21orf90	ENSG00000182912.6	0.03405	0.034323	1e-06	0.052648	1e-06	0.044045	1e-06	0.075588	0.015908	0.048598	0.036284	0.04234	0.018057	0.050974	1e-06	0.041253	0.041149	0.054234	0.073606	0.053338
NRN1	ENSG00000124785.4	1e-06	0.026073	0.013208	0.030243	1e-06	0.039729	1e-06	0.046061	0.008093	0.031004	0.011559	0.025071	1e-06	0.039863	0.013104	0.034907	1e-06	0.035556	1e-06	0.026296
MINK1	ENSG00000141503.11	1e-06	0.022738	1e-06	0.050842	1e-06	0.061108	1e-06	0.077028	1e-06	0.051646	0.122035	0.063199	1e-06	0.044267	1e-06	0.047114	1e-06	0.063574	1e-06	0.038991
PODXL2	ENSG00000114631.10	1e-06	0.021837	0.017486	0.030931	1e-06	0.03665	1e-06	0.056345	0.005847	0.031884	0.015539	0.030533	1e-06	0.036935	0.031349	0.042186	0.015062	0.035601	1e-06	0.025562
PTGES3L	ENSG00000267060.1	0.043984	0.031684	0.019408	0.028974	1e-06	0.040782	1e-06	0.040225	1e-06	0.037096	0.062835	0.044165	1e-06	0.039668	0.016838	0.033747	0.023741	0.040238	0.016145	0.033389
TSSK1B	ENSG00000212122.3	1e-06	0.021991	0.021232	0.033969	1e-06	0.032086	1e-06	0.049643	0.031151	0.040902	1e-06	0.031811	1e-06	0.046272	1e-06	0.039247	1e-06	0.034126	1e-06	0.031386
MSRB2	ENSG00000148450.8	0.018051	0.033632	1e-06	0.039882	0.1644	0.089836	1e-06	0.079965	0.034695	0.055373	1e-06	0.034567	0.026731	0.049436	1e-06	0.042972	1e-06	0.034014	0.059848	0.053006
HRSP12	ENSG00000132541.6	0.008601	0.019405	1e-06	0.034441	1e-06	0.035279	0.004024	0.046461	1e-06	0.036503	0.025269	0.031157	0.020989	0.039228	1e-06	0.039468	1e-06	0.032989	1e-06	0.027332
RP1-127H14.3	ENSG00000255692.1	1e-06	0.033609	1e-06	0.063098	0.016645	0.050369	0.065018	0.079475	1e-06	0.055405	1e-06	0.049426	1e-06	0.073588	1e-06	0.056238	1e-06	0.065269	1e-06	0.042927
VARS	ENSG00000204394.8	1e-06	0.02597	0.052666	0.045137	1e-06	0.038207	1e-06	0.065636	0.006409	0.032939	1e-06	0.032246	1e-06	0.04202	0.022865	0.036569	1e-06	0.037944	1e-06	0.035481
