AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
KCNC2	ENSG00000166006.8	1e-06	0.035277	1e-06	0.040909	1e-06	0.067134	0.018349	0.053541	1e-06	0.046134	0.026307	0.04162	1e-06	0.062931	0.015164	0.036065	0.017366	0.051694	0.004392	0.033937
TRIM15	ENSG00000204610.8	1e-06	0.017007	0.010812	0.03467	0.035004	0.040914	1e-06	0.045425	1e-06	0.041511	0.005174	0.025844	1e-06	0.048958	1e-06	0.028582	0.025115	0.042261	0.004389	0.024419
PRKD2	ENSG00000105287.8	0.054426	0.034911	1e-06	0.039618	0.047529	0.055231	1e-06	0.052619	0.114441	0.070169	1e-06	0.029726	0.038443	0.058005	1e-06	0.04096	0.085441	0.060986	0.004388	0.022388
KIAA0895L	ENSG00000196123.8	1e-06	0.016983	1e-06	0.030184	1e-06	0.017741	0.012721	0.043271	0.007757	0.021719	0.028339	0.034718	1e-06	0.032685	0.012576	0.020681	0.009329	0.022117	0.004379	0.024118
NETO2	ENSG00000171208.5	1e-06	0.01831	0.008652	0.02166	0.045412	0.046585	0.069201	0.073434	0.001499	0.01358	0.032719	0.035988	1e-06	0.019749	0.005634	0.014673	1e-06	0.026124	0.004376	0.013773
COX6A1	ENSG00000111775.2	0.066993	0.041037	1e-06	0.039696	1e-06	0.046788	1e-06	0.068321	0.023156	0.041151	0.02273	0.034566	0.017884	0.039578	1e-06	0.039656	0.004415	0.029317	0.004374	0.024192
LRRFIP1	ENSG00000124831.14	0.025673	0.030244	1e-06	0.048243	0.014059	0.032688	1e-06	0.070652	0.048039	0.056156	0.026749	0.036947	1e-06	0.049981	0.082951	0.056547	0.011367	0.045774	0.004363	0.033667
MYPOP	ENSG00000176182.5	1e-06	0.047719	0.022023	0.065311	0.012223	0.040348	1e-06	0.10926	1e-06	0.061194	1e-06	0.055318	1e-06	0.071604	1e-06	0.053589	1e-06	0.044362	0.004361	0.029664
FEM1C	ENSG00000145780.6	0.010789	0.018963	0.008107	0.031079	0.103401	0.069796	1e-06	0.071291	0.063539	0.053061	0.004538	0.032042	0.047891	0.056686	1e-06	0.02835	1e-06	0.048445	0.004351	0.02444
ZNF773	ENSG00000152439.8	0.232133	0.057728	0.041271	0.061118	0.116779	0.074061	0.057257	0.073693	1e-06	0.056681	1e-06	0.036464	0.130084	0.074854	0.0171	0.044965	0.039949	0.050362	0.00435	0.03149
SSNA1	ENSG00000176101.7	1e-06	0.031297	0.009813	0.025895	0.060539	0.059581	1e-06	0.069351	1e-06	0.047737	1e-06	0.028347	0.017881	0.045053	0.057802	0.047274	1e-06	0.037372	0.004347	0.025452
UAP1L1	ENSG00000197355.6	1e-06	0.024751	1e-06	0.057283	1e-06	0.063762	1e-06	0.068847	0.047709	0.057502	1e-06	0.027781	1e-06	0.061441	1e-06	0.051207	0.116104	0.068239	0.004343	0.025623
LAMC3	ENSG00000050555.13	0.04249	0.03055	0.069857	0.060461	0.007503	0.033077	0.085838	0.087215	0.003412	0.0446	0.061056	0.05084	1e-06	0.046974	1e-06	0.036126	0.083278	0.048729	0.00434	0.024529
NOTCH2	ENSG00000134250.13	0.010489	0.021057	0.033671	0.032828	1e-06	0.031729	1e-06	0.036537	1e-06	0.031519	1e-06	0.022213	1e-06	0.046593	0.034676	0.034935	0.028002	0.041376	0.004338	0.019711
CXADR	ENSG00000154639.14	0.020528	0.028389	1e-06	0.042893	1e-06	0.046682	0.010183	0.056693	1e-06	0.047014	0.008564	0.029124	1e-06	0.036562	1e-06	0.043714	1e-06	0.051403	0.004322	0.031173
CEP63	ENSG00000182923.12	0.026688	0.027869	1e-06	0.029846	1e-06	0.037402	1e-06	0.050419	1e-06	0.032855	0.014141	0.028223	1e-06	0.03061	0.001176	0.020445	1e-06	0.036489	0.004315	0.023079
MTERF	ENSG00000127989.8	0.008137	0.023229	0.018807	0.036471	1e-06	0.028956	0.043077	0.061066	1e-06	0.037226	1e-06	0.03049	0.044117	0.045481	0.014996	0.034716	0.007691	0.0267	0.004314	0.022471
GOLGA8T	ENSG00000261247.1	0.02383	0.030169	0.096469	0.057477	1e-06	0.044805	1e-06	0.064012	0.031256	0.04875	1e-06	0.027407	0.042528	0.060488	0.012323	0.043659	0.045191	0.044533	0.004306	0.027857
RBBP9	ENSG00000089050.10	0.151104	0.048796	1e-06	0.042561	1e-06	0.048564	0.091815	0.096066	0.001726	0.03937	1e-06	0.03482	0.179534	0.082041	1e-06	0.038905	0.039299	0.046106	0.004305	0.028152
LTA	ENSG00000226979.4	1e-06	0.030414	1e-06	0.052879	1e-06	0.048925	0.007891	0.048644	0.009465	0.050788	1e-06	0.02443	1e-06	0.045759	0.054012	0.063956	1e-06	0.042482	0.004299	0.035283
ITPKA	ENSG00000137825.6	0.010389	0.022833	1e-06	0.037699	1e-06	0.03322	1e-06	0.042726	0.216574	0.089526	0.014483	0.030652	0.010602	0.027386	1e-06	0.04204	1e-06	0.026926	0.004299	0.023146
MYH2	ENSG00000125414.13	0.008199	0.018167	1e-06	0.027249	1e-06	0.039185	0.042936	0.054912	1e-06	0.030253	0.059808	0.041124	1e-06	0.033657	0.041952	0.038029	1e-06	0.049371	0.004299	0.024074
MPHOSPH10	ENSG00000124383.4	0.006275	0.020461	1e-06	0.035905	0.034227	0.04025	0.135339	0.07906	0.040534	0.044507	1e-06	0.023956	1e-06	0.067294	0.016103	0.028054	0.006125	0.031419	0.004298	0.020839
GFPT2	ENSG00000131459.8	1e-06	0.027663	0.011509	0.033747	1e-06	0.030516	1e-06	0.051361	0.012984	0.031254	0.042253	0.034919	1e-06	0.042987	1e-06	0.037041	0.089605	0.052848	0.004286	0.025752
MAPK11	ENSG00000185386.10	1e-06	0.034453	0.014172	0.039135	0.003812	0.034885	1e-06	0.075328	0.001143	0.035314	1e-06	0.023414	0.008099	0.047431	0.04022	0.059332	1e-06	0.045828	0.004285	0.030212
CHRND	ENSG00000135902.5	0.053353	0.048609	1e-06	0.030409	1e-06	0.05455	1e-06	0.071716	0.169733	0.084981	1e-06	0.045111	1e-06	0.051872	0.01689	0.05166	1e-06	0.040332	0.004283	0.036454
CDSN	ENSG00000204539.3	0.009882	0.02207	1e-06	0.030769	1e-06	0.036519	0.095808	0.08186	1e-06	0.049486	1e-06	0.031108	1e-06	0.050829	0.068772	0.052343	1e-06	0.031475	0.00428	0.028397
HLA-DRA	ENSG00000204287.9	1e-06	0.019961	0.013376	0.043345	1e-06	0.045421	0.071591	0.076667	1e-06	0.045449	1e-06	0.028163	1e-06	0.05852	1e-06	0.047211	1e-06	0.039103	0.004278	0.027305
RP11-3B7.1	ENSG00000225399.3	0.120234	0.054596	1e-06	0.025059	0.061448	0.045827	0.049272	0.053279	0.129586	0.084627	0.010208	0.016349	0.033245	0.033643	1e-06	0.019023	0.025145	0.028252	0.004274	0.014985
CRYBB2	ENSG00000244752.2	0.236263	0.058069	0.042308	0.061495	1e-06	0.03575	1e-06	0.07283	0.009806	0.045358	0.021493	0.037303	1e-06	0.042106	0.05857	0.057877	0.154491	0.084851	0.004269	0.027663
CTSL	ENSG00000135047.10	1e-06	0.0273	1e-06	0.032988	1e-06	0.034581	1e-06	0.050975	0.05638	0.048197	0.010676	0.030337	0.015807	0.030298	0.043664	0.045666	1e-06	0.036544	0.004268	0.021086
PCDH12	ENSG00000113555.4	0.064854	0.04677	0.047408	0.054252	1e-06	0.050001	0.146581	0.110565	0.091359	0.063814	1e-06	0.044121	0.034491	0.052518	0.001788	0.042129	0.015872	0.042401	0.004268	0.034543
C17orf78	ENSG00000167230.6	0.134903	0.048515	0.003921	0.034666	1e-06	0.046779	0.02539	0.05475	1e-06	0.045987	1e-06	0.032348	0.006508	0.031021	0.031666	0.048263	0.095781	0.064068	0.004262	0.034244
FAM150A	ENSG00000196711.4	1e-06	0.025335	0.018012	0.037586	1e-06	0.032726	1e-06	0.062175	1e-06	0.029066	1e-06	0.028355	1e-06	0.04594	1e-06	0.045891	0.002017	0.038628	0.004261	0.024771
RNF220	ENSG00000187147.13	1e-06	0.019419	1e-06	0.038443	0.100917	0.060646	1e-06	0.044002	1e-06	0.031163	0.004609	0.021018	1e-06	0.033347	1e-06	0.028182	0.005658	0.027221	0.004257	0.021622
TTC9B	ENSG00000174521.7	1e-06	0.050482	0.010217	0.050513	1e-06	0.053143	0.023849	0.064618	0.075051	0.078326	0.025079	0.041377	0.123569	0.085855	0.066534	0.064588	0.002621	0.037853	0.004257	0.038582
AMY2B	ENSG00000240038.2	0.096135	0.056204	1e-06	0.033296	0.019947	0.036278	0.011286	0.041176	0.062851	0.053401	0.24976	0.07867	0.008772	0.0372	0.022089	0.030395	0.058154	0.04831	0.004252	0.020384
THOC7	ENSG00000163634.7	0.1038	0.048242	0.020122	0.052265	1e-06	0.045805	1e-06	0.090886	0.070894	0.075947	0.040049	0.048036	0.062008	0.065856	0.083174	0.059537	1e-06	0.045514	0.00425	0.035385
R3HDM4	ENSG00000198858.5	0.040383	0.036537	0.013141	0.047339	1e-06	0.044908	1e-06	0.056267	0.009673	0.041664	1e-06	0.033629	0.011053	0.050617	1e-06	0.053717	0.00871	0.043218	0.004248	0.029018
BCL2L14	ENSG00000121380.8	0.015762	0.029379	1e-06	0.037018	1e-06	0.051235	1e-06	0.072694	0.011403	0.036513	0.018818	0.035586	1e-06	0.045864	0.004509	0.038106	1e-06	0.055634	0.004246	0.032777
TRIM21	ENSG00000132109.8	1e-06	0.025922	0.023787	0.039563	1e-06	0.03758	0.009736	0.048166	0.069403	0.053961	1e-06	0.048882	1e-06	0.059464	0.012956	0.04107	1e-06	0.04701	0.004227	0.027537
SESN3	ENSG00000149212.6	0.017428	0.03402	1e-06	0.043831	1e-06	0.059112	1e-06	0.065098	0.116831	0.066405	0.052988	0.05378	0.184694	0.088768	0.012923	0.039971	1e-06	0.056958	0.004226	0.039422
DCAF4L2	ENSG00000176566.3	0.00301	0.012694	1e-06	0.018129	0.068912	0.057308	0.052871	0.074624	1e-06	0.055724	0.005652	0.019954	0.07882	0.055973	0.014931	0.026419	0.004476	0.028919	0.004216	0.022473
TRAPPC8	ENSG00000153339.9	0.048826	0.03701	1e-06	0.033281	0.158452	0.087621	1e-06	0.084117	0.041856	0.073249	1e-06	0.044908	0.064046	0.067255	0.030197	0.052435	0.007425	0.039085	0.004211	0.037245
NPFF	ENSG00000139574.6	1e-06	0.022457	0.004517	0.023747	1e-06	0.034778	0.080836	0.073791	0.01538	0.034261	1e-06	0.0211	1e-06	0.051935	0.009187	0.026684	1e-06	0.031213	0.004211	0.023284
NANS	ENSG00000095380.10	0.002854	0.018037	1e-06	0.034534	0.020095	0.035604	1e-06	0.063524	1e-06	0.044549	1e-06	0.026238	1e-06	0.030824	0.060231	0.048707	0.006586	0.030415	0.004194	0.027743
FAM162B	ENSG00000183807.6	0.154386	0.054007	0.020798	0.042251	0.018258	0.039999	0.04954	0.065429	1e-06	0.053101	0.025362	0.028032	0.081647	0.05646	0.003341	0.030217	1e-06	0.036203	0.004192	0.028525
MRPL33	ENSG00000243147.3	0.003821	0.016944	0.0093	0.027571	0.081339	0.051455	0.011179	0.043917	0.009585	0.034643	0.000551	0.015886	0.120809	0.073492	1e-06	0.032264	0.017014	0.032942	0.004188	0.022079
KCNJ12	ENSG00000184185.5	0.033159	0.034796	0.112117	0.061594	0.010745	0.040283	0.017924	0.077851	1e-06	0.051089	0.153631	0.068678	0.050313	0.049417	1e-06	0.037092	1e-06	0.056374	0.004185	0.030185
PRNP	ENSG00000171867.12	0.087567	0.050868	0.013017	0.058069	0.067378	0.061348	0.094977	0.117407	0.061903	0.071861	1e-06	0.051691	0.119969	0.076293	1e-06	0.053658	0.130092	0.086004	0.004185	0.038242
CCDC150	ENSG00000144395.13	0.004031	0.018457	1e-06	0.034532	1e-06	0.041399	1e-06	0.046467	1e-06	0.032549	1e-06	0.024173	1e-06	0.043517	0.104306	0.06192	1e-06	0.042506	0.00418	0.022551
PLA1A	ENSG00000144837.4	0.042769	0.037228	0.020216	0.041719	1e-06	0.038593	1e-06	0.055692	1e-06	0.048091	0.038874	0.038364	1e-06	0.049314	0.012602	0.035848	0.044289	0.041879	0.004174	0.023603
TGM1	ENSG00000092295.7	1e-06	0.025199	1e-06	0.036686	1e-06	0.028649	0.047399	0.066241	0.030532	0.042461	1e-06	0.026057	1e-06	0.030965	1e-06	0.033045	1e-06	0.031292	0.004173	0.025333
PLEKHF1	ENSG00000166289.5	0.037341	0.04286	1e-06	0.040182	0.015902	0.048568	1e-06	0.071019	0.118734	0.078307	0.016599	0.0267	1e-06	0.043872	1e-06	0.032023	0.031357	0.055845	0.004167	0.027261
KIAA1244	ENSG00000112379.8	0.026106	0.033376	0.058816	0.061458	0.079777	0.064534	0.161826	0.092817	1e-06	0.055267	1e-06	0.027872	0.064842	0.071326	0.108171	0.06534	1e-06	0.036078	0.004155	0.044875
CLDN12	ENSG00000157224.10	1e-06	0.019362	1e-06	0.034016	0.001068	0.027102	0.110299	0.082769	1e-06	0.04318	0.006858	0.025688	0.083193	0.062146	0.036294	0.037091	0.055967	0.056708	0.004154	0.025072
PPP1R9A	ENSG00000158528.7	0.048612	0.040426	0.022303	0.040782	1e-06	0.034522	1e-06	0.071472	1e-06	0.047083	0.01485	0.030057	0.13635	0.073817	0.02369	0.043017	0.05923	0.059419	0.004152	0.023852
CDC14B	ENSG00000081377.12	0.039962	0.033104	0.010262	0.036741	0.037522	0.045971	0.055574	0.075455	0.006228	0.034029	1e-06	0.031734	0.021472	0.038803	1e-06	0.03508	0.043934	0.049515	0.004139	0.02562
ETHE1	ENSG00000105755.3	0.003979	0.019531	1e-06	0.039373	0.005169	0.026241	1e-06	0.052575	0.099541	0.066246	0.005251	0.021395	1e-06	0.028465	1e-06	0.02852	0.025002	0.027254	0.004118	0.020735
RAI1	ENSG00000108557.13	1e-06	0.024532	1e-06	0.045912	1e-06	0.03801	0.177246	0.107914	0.008958	0.033928	1e-06	0.049902	0.033295	0.049939	1e-06	0.049753	1e-06	0.048822	0.004108	0.03865
MLLT6	ENSG00000108292.12	1e-06	0.03161	1e-06	0.04244	1e-06	0.056589	0.014499	0.049647	0.013782	0.044834	0.075919	0.059782	0.009911	0.031199	1e-06	0.043955	0.012931	0.035912	0.004107	0.026272
ATM	ENSG00000149311.13	1e-06	0.028144	1e-06	0.044512	0.040955	0.058123	0.087955	0.095866	1e-06	0.04908	1e-06	0.048701	1e-06	0.070164	0.007478	0.037171	1e-06	0.044535	0.004106	0.033818
FMNL3	ENSG00000161791.9	1e-06	0.027751	0.002087	0.022809	0.015543	0.029411	0.040199	0.058681	0.026894	0.033965	1e-06	0.020418	1e-06	0.028091	1e-06	0.02431	0.063811	0.051457	0.004096	0.022188
YAP1	ENSG00000137693.9	1e-06	0.027266	1e-06	0.03904	1e-06	0.038338	1e-06	0.077834	1e-06	0.052616	1e-06	0.035625	0.025568	0.059727	0.09958	0.057194	0.048753	0.05311	0.004096	0.029944
SPATA24	ENSG00000170469.6	0.214104	0.06475	1e-06	0.029281	1e-06	0.027596	1e-06	0.06957	0.005829	0.025122	1e-06	0.020373	1e-06	0.019467	0.003118	0.02809	0.008179	0.02789	0.004095	0.016408
MALSU1	ENSG00000156928.4	1e-06	0.024892	0.045202	0.051314	1e-06	0.032006	1e-06	0.05645	1e-06	0.055212	1e-06	0.026	1e-06	0.028063	1e-06	0.041134	0.000526	0.033252	0.004092	0.026839
KIAA0556	ENSG00000047578.8	0.047969	0.034173	0.003063	0.03785	0.006116	0.03494	0.144791	0.115419	0.01837	0.044104	0.016617	0.047751	0.026333	0.045782	1e-06	0.043219	0.066464	0.071556	0.00409	0.028176
NUDT14	ENSG00000183828.10	0.006852	0.015196	1e-06	0.047758	0.013945	0.031258	1e-06	0.037133	0.131438	0.074345	0.006228	0.025055	0.013269	0.031185	0.001568	0.029279	0.235675	0.084831	0.004089	0.024446
FBXO46	ENSG00000177051.5	1e-06	0.040678	0.122722	0.078277	0.001885	0.037623	1e-06	0.09037	0.150769	0.092166	0.111667	0.07175	0.001924	0.062019	1e-06	0.059048	0.001465	0.05203	0.004088	0.034199
DUSP8	ENSG00000184545.6	0.005241	0.019106	1e-06	0.030259	1e-06	0.025913	1e-06	0.049154	0.03181	0.041831	0.000144	0.02217	1e-06	0.028723	1e-06	0.031996	0.051015	0.043495	0.004083	0.022326
OBP2A	ENSG00000122136.9	0.040815	0.034592	0.016415	0.036189	1e-06	0.040017	1e-06	0.086601	1e-06	0.039859	0.011159	0.022497	1e-06	0.058344	0.042214	0.052136	1e-06	0.047376	0.004082	0.031756
RNF144A	ENSG00000151692.10	1e-06	0.019713	0.005391	0.037548	0.008195	0.024994	0.054267	0.069289	0.077809	0.056283	0.047984	0.043191	0.153122	0.080909	1e-06	0.053556	0.022941	0.031682	0.004077	0.023303
PEPD	ENSG00000124299.8	0.024392	0.025441	0.011718	0.029599	0.060405	0.062634	1e-06	0.054737	1e-06	0.028773	1e-06	0.030903	1e-06	0.031766	0.042549	0.045421	1e-06	0.027481	0.004041	0.020076
FGF20	ENSG00000078579.8	0.028066	0.028996	0.049231	0.060133	0.031214	0.039753	0.061813	0.064925	0.064799	0.062707	1e-06	0.024645	1e-06	0.038706	1e-06	0.028577	1e-06	0.037893	0.004035	0.020746
CCND3	ENSG00000112576.8	0.001364	0.024201	0.011056	0.044007	0.045565	0.061914	0.042717	0.056264	1e-06	0.051624	0.006449	0.039903	1e-06	0.051606	1e-06	0.040451	1e-06	0.031599	0.004018	0.032624
FAM43B	ENSG00000183114.6	1e-06	0.030854	1e-06	0.041975	0.015294	0.050044	1e-06	0.098077	1e-06	0.041889	1e-06	0.037486	0.169773	0.084675	1e-06	0.050709	0.018284	0.050749	0.004013	0.036193
TRIM36	ENSG00000152503.5	0.021166	0.026153	0.094144	0.061946	1e-06	0.043513	0.035949	0.06189	1e-06	0.045403	1e-06	0.037588	1e-06	0.04285	0.025117	0.041021	1e-06	0.037891	0.004011	0.026813
SNAPC3	ENSG00000164975.11	0.02802	0.027906	0.001657	0.022382	1e-06	0.047235	1e-06	0.056205	1e-06	0.044347	0.009714	0.034413	0.081234	0.066197	1e-06	0.045816	1e-06	0.045907	0.00401	0.029885
ACAT2	ENSG00000120437.7	1e-06	0.020084	0.058777	0.046413	1e-06	0.037402	0.012571	0.057052	1e-06	0.044028	0.033138	0.039132	0.095587	0.061507	0.044934	0.048116	1e-06	0.029123	0.004009	0.02272
MARCH10	ENSG00000173838.7	0.029556	0.02822	0.037814	0.039119	0.07244	0.049812	1e-06	0.064464	0.017481	0.03252	0.011826	0.026541	0.037872	0.052053	0.007118	0.027261	1e-06	0.040927	0.004008	0.017152
SNX32	ENSG00000172803.13	0.630449	0.053403	1e-06	0.033297	0.032059	0.039288	0.156866	0.089555	1e-06	0.041635	0.017307	0.031998	0.047505	0.044805	0.064623	0.048616	0.144206	0.071457	0.004008	0.025188
WDR78	ENSG00000152763.12	0.152595	0.053227	1e-06	0.039249	0.040251	0.04656	0.062864	0.070131	0.019374	0.049009	1e-06	0.02655	0.031707	0.052359	0.005517	0.041057	0.021299	0.04304	0.004008	0.037226
GPX4	ENSG00000167468.12	0.148923	0.062542	1e-06	0.060425	1e-06	0.046969	0.07757	0.084413	0.023697	0.055126	1e-06	0.060018	0.087141	0.087852	0.018513	0.046742	1e-06	0.058699	0.004004	0.043351
MCCC1	ENSG00000078070.7	0.076735	0.038754	1e-06	0.043437	1e-06	0.04587	0.122733	0.084282	0.007526	0.038922	0.030381	0.045048	0.034461	0.053497	0.003084	0.032104	1e-06	0.039112	0.004004	0.029962
MAT2B	ENSG00000038274.11	0.056225	0.036501	1e-06	0.041574	1e-06	0.031804	1e-06	0.073041	0.132925	0.068332	0.021944	0.034211	1e-06	0.052247	0.027256	0.038975	1e-06	0.046124	0.00396	0.027572
TRPM7	ENSG00000092439.9	0.020335	0.025847	1e-06	0.031735	1e-06	0.031781	1e-06	0.048096	0.009695	0.035124	0.081671	0.047056	1e-06	0.034132	1e-06	0.0315	0.003868	0.031594	0.003957	0.029643
TCEB1	ENSG00000154582.12	1e-06	0.020992	1e-06	0.039729	0.030805	0.040449	0.038572	0.051653	0.045864	0.050445	0.006952	0.021919	0.041628	0.051291	1e-06	0.031926	1e-06	0.033116	0.003955	0.023509
PITX3	ENSG00000107859.5	1e-06	0.017564	1e-06	0.031042	1e-06	0.044405	0.087493	0.075166	1e-06	0.030941	1e-06	0.037851	0.017741	0.040076	0.002036	0.026902	1e-06	0.029818	0.003955	0.026226
NACC1	ENSG00000160877.5	1e-06	0.036537	1e-06	0.042203	1e-06	0.033135	1e-06	0.084232	1e-06	0.047289	1e-06	0.026571	1e-06	0.056321	1e-06	0.041514	1e-06	0.04763	0.003954	0.027579
SLC10A1	ENSG00000100652.4	0.138671	0.050325	0.051181	0.058793	0.029125	0.040251	1e-06	0.061658	0.038557	0.046539	0.028902	0.045666	1e-06	0.042639	1e-06	0.053223	0.067624	0.049657	0.00395	0.027583
AHSA2	ENSG00000173209.17	1e-06	0.032506	0.0231	0.043792	0.004712	0.035565	0.000511	0.052572	0.012552	0.044664	0.019773	0.032934	1e-06	0.045555	0.037192	0.037866	0.046786	0.060214	0.003949	0.024794
PRKCSH	ENSG00000130175.5	0.013302	0.028323	1e-06	0.03386	1e-06	0.033623	0.004554	0.05753	1e-06	0.052279	1e-06	0.028463	1e-06	0.063327	1e-06	0.050516	1e-06	0.02956	0.003935	0.026059
ATP6V0B	ENSG00000117410.9	0.130437	0.059644	0.014129	0.034897	0.009844	0.037177	0.140938	0.095611	0.000741	0.032526	1e-06	0.040031	1e-06	0.051793	0.013372	0.029452	0.016362	0.035222	0.003935	0.031647
TMEM67	ENSG00000164953.11	1e-06	0.022755	1e-06	0.034438	1e-06	0.046744	0.004017	0.042438	0.02127	0.047517	1e-06	0.025123	0.008929	0.030508	1e-06	0.040735	0.055215	0.051305	0.003932	0.024757
PYGO2	ENSG00000163348.3	1e-06	0.017592	0.051677	0.04967	1e-06	0.030263	0.031224	0.051416	1e-06	0.034841	0.000366	0.019636	1e-06	0.041482	0.03407	0.045522	1e-06	0.036781	0.003932	0.02205
PEX7	ENSG00000112357.8	0.214178	0.05962	0.018273	0.046632	1e-06	0.048802	0.000193	0.039142	0.000909	0.045598	0.032568	0.036769	0.081437	0.065534	0.03429	0.047868	0.007746	0.029672	0.003929	0.026942
QTRTD1	ENSG00000151576.6	1e-06	0.030662	0.01031	0.041688	1e-06	0.047256	1e-06	0.039538	0.004736	0.03761	1e-06	0.030949	0.009965	0.045942	1e-06	0.028948	0.022735	0.041251	0.003923	0.022041
C11orf73	ENSG00000149196.11	0.022736	0.03273	0.02533	0.056803	1e-06	0.054218	0.062496	0.074164	0.045398	0.067558	0.016343	0.035805	0.039362	0.070898	0.07412	0.059371	0.120815	0.075227	0.003923	0.033582
PIDD	ENSG00000177595.13	0.05997	0.041072	0.001829	0.013553	1e-06	0.019729	0.025887	0.033368	0.015071	0.027187	0.002219	0.014403	1e-06	0.023453	0.042356	0.038701	0.005058	0.015865	0.003922	0.0126
FAM162A	ENSG00000114023.11	0.036619	0.028216	1e-06	0.04229	1e-06	0.044679	0.043037	0.058924	0.000623	0.038336	0.02567	0.030921	0.026619	0.039972	0.054364	0.048545	1e-06	0.03894	0.003922	0.031235
USP3	ENSG00000140455.12	1e-06	0.01682	0.125566	0.071202	0.145063	0.075298	0.082127	0.064159	0.03897	0.052769	0.002905	0.027542	0.049576	0.059718	0.03236	0.039392	1e-06	0.036455	0.003912	0.027638
ZDHHC6	ENSG00000023041.7	0.00285	0.016917	1e-06	0.037032	1e-06	0.025794	1e-06	0.046709	1e-06	0.035406	1e-06	0.029149	0.004833	0.028299	0.014277	0.030583	0.011998	0.03757	0.003911	0.020426
P2RX3	ENSG00000109991.4	0.218604	0.058839	0.026733	0.034553	1e-06	0.024986	1e-06	0.052862	0.02801	0.040161	0.018884	0.028318	0.010909	0.036588	0.006137	0.027774	0.008121	0.026777	0.003908	0.021669
NT5M	ENSG00000205309.9	0.085924	0.046594	1e-06	0.026245	1e-06	0.028072	1e-06	0.052633	0.016732	0.030971	0.004264	0.025984	0.032714	0.038908	1e-06	0.034739	1e-06	0.020965	0.003901	0.020958
ZBTB12	ENSG00000204366.3	0.050189	0.043316	1e-06	0.032416	1e-06	0.038677	1e-06	0.056794	1e-06	0.035033	1e-06	0.021294	1e-06	0.046986	0.029641	0.035147	0.01732	0.037004	0.0039	0.024234
CHCHD1	ENSG00000172586.7	1e-06	0.016932	1e-06	0.029216	0.029603	0.031316	0.014263	0.029523	0.013408	0.029235	0.047372	0.038752	0.022019	0.039528	0.085397	0.054254	1e-06	0.019444	0.003897	0.019911
MED17	ENSG00000042429.6	1e-06	0.018136	0.01042	0.024196	1e-06	0.027447	0.059465	0.061314	0.013847	0.028357	1e-06	0.02632	1e-06	0.057477	1e-06	0.032705	0.046869	0.04037	0.003894	0.017578
BRD2	ENSG00000204256.8	1e-06	0.023336	1e-06	0.041627	1e-06	0.037364	0.018354	0.050616	0.004596	0.026273	0.005604	0.029573	1e-06	0.038371	0.016056	0.032708	0.122764	0.074063	0.00389	0.01935
P2RY1	ENSG00000169860.4	0.08174	0.043577	0.090325	0.068774	1e-06	0.044936	0.065044	0.072346	0.012964	0.03916	0.02324	0.040079	0.031669	0.05091	0.029784	0.043551	0.015573	0.03681	0.003889	0.027493
GNA14	ENSG00000156049.6	0.087238	0.048333	0.099588	0.069233	1e-06	0.045292	0.005145	0.05636	0.012379	0.043554	0.049147	0.04963	1e-06	0.041318	1e-06	0.05759	0.036005	0.05593	0.003873	0.031725
C8orf59	ENSG00000176731.7	0.010541	0.020941	1e-06	0.017926	0.036107	0.038917	0.133815	0.092874	1e-06	0.025033	1e-06	0.019551	1e-06	0.046663	1e-06	0.0441	1e-06	0.040661	0.003872	0.019355
LYPD1	ENSG00000150551.10	0.081795	0.039571	0.08125	0.049998	0.064697	0.046899	1e-06	0.08963	1e-06	0.047658	0.059286	0.050973	1e-06	0.055201	1e-06	0.040566	0.067718	0.05666	0.00387	0.028036
ZNF774	ENSG00000196391.6	0.001603	0.013738	1e-06	0.022725	1e-06	0.024002	1e-06	0.043826	1e-06	0.032571	1e-06	0.027404	0.005579	0.026388	0.015824	0.027261	0.014277	0.032931	0.00386	0.02248
ZNF24	ENSG00000172466.11	0.026974	0.042374	1e-06	0.041906	1e-06	0.037232	1e-06	0.091638	1e-06	0.05749	0.009816	0.043621	1e-06	0.039419	1e-06	0.0448	1e-06	0.05909	0.003859	0.031787
COLEC12	ENSG00000158270.10	1e-06	0.033618	1e-06	0.04878	0.030231	0.054389	1e-06	0.093433	1e-06	0.075465	0.105438	0.069511	0.052388	0.051867	1e-06	0.065914	1e-06	0.053947	0.003859	0.039663
PRELID1	ENSG00000169230.5	0.154824	0.052099	0.02638	0.044934	1e-06	0.034845	0.041606	0.064849	1e-06	0.036105	0.01509	0.035913	0.030687	0.064962	0.062347	0.050119	0.007207	0.035662	0.003854	0.032405
ALG10B	ENSG00000175548.4	0.154674	0.063798	1e-06	0.025963	1e-06	0.016983	0.013335	0.033214	1e-06	0.029314	0.027641	0.031823	0.001283	0.015915	0.013624	0.024103	1e-06	0.016616	0.00385	0.016879
